338.286	320.305
373.399	317.975
408.762	315.267
444.387	312.807
479.984	310.668
515.847	308.916
551.482	307.367
586.762	306.31
338.892	354.399
374.349	351.442
410.146	348.916
446.199	346.494
482.383	343.932
518.404	342.275
554.346	340.758
590.314	339.08
339.538	388.727
375.613	386.315
411.603	382.651
447.852	379.387
484.507	377.697
521.078	376.552
557.36	374.623
593.619	373.468
340.583	424.015
376.473	420.394
413.009	417.08
450.127	414.411
487.094	412.777
523.884	411.606
560.509	410.1
597.109	407.781
341.352	458.782
377.812	455.571
415.132	453.251
452.569	450.524
489.938	448.63
527.13	447.23
563.834	445.733
600.704	443.452
342.744	495.361
379.855	492.521
417.371	489.932
455.241	487.624
492.964	485.303
530.61	483.283
567.657	481.94
604.943	478.588
350.601	237.136
404.592	231.928
459.307	226.79
514.515	222.597
569.412	219.404
623.55	216.934
677.436	214.602
729.533	213.655
353.11	290.555
407.411	285.265
462.521	280.079
517.669	275.568
573.028	271.857
627.778	269.049
681.591	266.83
734.182	265.092
355.87	345.1
410.758	339.947
465.726	334.463
521.504	329.458
577.385	325.828
631.767	323.274
686.014	320.359
738.527	318.06
359.371	400.246
413.533	395.091
469.204	389.805
525.736	385.582
581.501	381.531
636.289	378.208
690.118	374.718
743.231	371.593
362.544	455.674
417.352	451.074
473.486	446.508
529.967	441.883
586.25	437.483
640.877	433.494
694.57	429.508
747.307	425.708
367.127	512.205
422.32	507.688
478.406	503.246
534.587	498.541
590.619	493.921
645.614	489.176
698.901	484.634
752.561	480.218
212.286	205.097
297.919	201.839
387.217	200.379
479.672	201.069
572.766	203.679
664.388	208.756
753.179	215.486
836.928	223.528
211.628	292.982
296.14	291.268
384.641	290.449
475.93	291.004
568.252	293.103
659.03	297.257
746.421	302.102
829.849	308.023
212.98	379.846
296.516	379.567
383.131	380.872
473.412	382.692
564.41	383.659
653.086	385.284
739.657	388.355
821.608	391.689
216.309	465.608
296.622	468.03
382.431	470.355
471.673	472.125
561.276	472.53
647.997	471.933
732.281	472.315
813.826	474.241
219.768	549.68
299.153	553.564
383.762	555.626
470.839	557.513
558.39	557.286
643.148	555.236
725.137	553.506
804.217	552.894
226.421	629.195
304.408	633.274
386.599	635.59
470.825	636.262
555.968	637.545
639.33	635.389
718.53	630.968
796.878	630.342
503.387	141.644
572.327	141.15
639.687	141.488
705.768	143.453
768.693	146.721
828.556	150.679
885.975	155.75
938.825	161.451
504.424	207.929
573.543	206.656
641.501	206.4
707.558	207.256
770.738	209.02
831.448	211.86
888.226	216.024
941.788	220.094
505.535	275.882
574.754	274.302
644.073	272.774
711.612	272.279
774.479	273.255
833.224	275.343
890.415	277.274
943.534	280.263
507.354	345.344
577.283	342.633
646.653	340.789
713.943	340.057
776.94	339.501
835.53	339.794
891.354	340.173
945.815	341.31
509.75	414.803
579.919	412.492
648.923	410.016
715.7	407.796
778.912	406.091
837.295	404.612
892.451	403.381
945.82	402.554
512.563	485.333
582.289	482.097
650.608	478.886
716.319	475.557
780.129	473.092
839.389	469.54
893.266	466.595
947.839	463.94
322.504	235.262
370.518	232.954
419.085	230.423
467.818	228.78
516.624	227.897
564.972	227.437
613.076	227.409
660.35	228.398
322.713	283.312
370.732	280.695
419.348	278.595
468.344	276.444
517.551	275.194
565.806	274.549
613.96	274.581
661.501	274.629
323.074	331.87
371.505	329.55
420.193	327.104
469.448	324.755
518.491	323.562
566.904	323.105
615.192	322.438
662.503	322.323
324.125	381.313
372.045	378.642
421.135	376.176
470.667	374.393
519.904	372.945
568.481	372.201
616.331	370.837
664.221	370.272
324.961	430.733
373.238	428.507
422.519	426.513
472.121	424.5
521.575	422.63
570.244	421.319
617.873	419.959
665.507	418.388
326.657	480.665
375.289	478.621
424.574	476.928
474.025	474.597
523.472	472.809
572.158	470.75
619.678	468.716
667.459	466.837
549.766	283.707
590.654	283.944
631.511	283.718
672.761	284.337
713.535	285.105
754.295	286.143
794.406	287.474
833.512	289.297
549.482	323.586
590.484	323.528
631.619	323.557
672.919	324.164
714.217	324.476
754.831	325.624
795.333	327.012
835.032	328.431
549.093	363.969
590.531	364.193
631.79	363.604
673.475	363.729
714.8	364.645
755.468	366.028
795.836	367.116
835.799	368.45
548.706	404.961
589.666	404.584
631.494	404.508
673.497	404.749
715.147	405.992
756.196	406.76
796.389	408.004
836.74	408.94
547.804	445.796
589.204	445.706
631.492	446.415
673.533	446.793
715.599	447.356
756.576	448.386
796.992	449.318
837.092	449.811
547.182	487.474
589.062	488.157
631.431	488.467
673.595	489.116
715.48	489.369
756.841	489.889
797.543	490.821
838.078	490.822
621.191	338.972
653.739	338.151
686.693	336.863
719.346	335.698
751.887	334.957
784.503	334.648
816.758	334.078
848.725	333.727
622.015	370.507
654.661	369.43
687.628	368.24
720.775	367.059
753.482	366.066
786.217	365.623
818.661	365.217
851.329	364.864
622.385	402.297
655.499	401.229
688.495	399.757
721.764	398.134
755.097	397.697
787.794	397.854
820.642	397.278
852.852	397.125
622.669	434.911
655.67	433.003
689.377	431.488
722.869	430.651
756.284	430.34
789.577	430.477
822.397	429.882
855.097	429.322
622.585	466.941
656.079	465.517
690.205	464.733
723.983	463.654
757.624	463.274
790.975	463.088
824.111	462.757
856.744	462.167
622.894	499.752
656.65	499.065
690.797	498.278
725.193	497.66
758.851	496.939
792.681	496.033
825.66	495.971
858.88	494.783
656.452	343.985
688.833	343.485
720.989	341.934
753.223	341.269
785.248	340.684
817.344	340.366
849.507	339.694
881.054	339.765
656.476	374.148
688.752	373.081
721.318	372.122
754.102	371.07
786.395	370.292
818.979	369.884
851.095	369.754
883.476	369.634
656.032	404.444
688.814	403.8
721.68	401.908
754.456	400.159
787.469	400.26
820.179	400.862
852.885	400.19
885.23	400.338
655.308	435.633
688.183	433.582
721.416	431.948
754.905	431.352
788.397	431.46
821.473	432.034
854.451	431.879
887.315	431.397
654.123	466.207
687.532	464.813
721.528	464.107
755.35	463.503
789.175	463.216
822.666	463.731
855.952	463.964
888.984	463.653
653.283	498.328
687.296	497.529
721.423	496.829
755.729	496.786
789.957	496.091
823.872	496.093
857.253	496.613
890.7	495.412
650.294	348.302
682.57	347.297
714.838	345.222
747.244	343.603
779.367	342.645
811.437	341.635
843.162	340.404
874.472	340.023
650.268	374.365
683.221	372.507
716.171	370.828
749.072	369.267
781.724	367.755
814.387	367.017
846.627	366.238
878.825	365.408
650.085	400.748
683.76	399.383
717.312	396.555
750.697	393.551
784.415	393.287
817.077	393.833
850.332	392.625
882.696	392.14
649.679	428.435
683.935	425.219
718.178	422.112
752.648	420.346
786.615	420.266
820.535	420.841
853.73	420.454
887.138	419.081
649.097	454.958
683.992	452.235
719.188	450.395
754.383	448.711
789.255	447.963
823.443	448.683
857.599	448.853
891.403	447.641
648.617	483.886
684.384	481.856
720.248	480.317
755.963	479.355
791.552	477.584
826.789	477.258
861.346	477.866
895.705	475.514
368.536	348.561
396.349	348.544
424.54	347.921
452.57	347.632
480.572	347.539
508.507	347.666
536.399	347.67
563.608	348.242
368.413	376.037
396.452	375.514
424.785	375.277
453.115	374.38
481.395	374.255
509.318	374.254
537.37	374.552
565.377	374.422
368.27	403.553
396.63	403.12
425.289	401.798
453.733	400.798
482.241	401.145
510.15	401.573
538.466	401.34
566.327	401.683
368.363	431.353
396.657	430.244
425.64	429.111
454.582	428.492
483.267	428.635
511.305	429.15
539.55	429.283
567.84	428.878
368.487	458.941
397.072	457.91
426.433	457.443
455.431	456.784
484.275	456.61
512.569	456.956
541.014	456.918
569.399	456.779
368.487	487.561
397.725	486.667
427.241	486.342
456.376	485.798
485.516	485.325
514.328	484.957
542.606	485.225
571.385	484.336
766.137	376.586
789.985	370.555
813.51	363.752
837.246	357.297
861.255	350.971
885.09	344.937
908.706	338.614
932.366	332.854
769.681	397.58
793.665	391.383
817.625	384.652
841.726	378.22
865.818	371.689
889.853	365.587
914.056	359.557
938.283	353.443
773.342	418.86
797.518	412.601
821.524	405.522
845.39	398.007
870.282	392.411
895.025	387.303
919.42	380.658
944.151	375.089
776.547	440.985
800.399	433.544
824.664	426.357
849.592	419.441
874.574	413.783
899.969	408.677
924.996	402.918
949.592	396.462
778.779	461.963
803.443	454.837
828.559	448.584
853.82	442.082
879.312	435.965
904.919	430.884
930.36	425.431
955.495	419.199
781.737	484.694
807.334	477.946
832.527	471.686
858.417	465.548
883.875	458.935
909.862	453.218
935.664	448.213
960.931	441.28
734.395	320.57
756.81	325.633
779.25	330.802
801.928	336.333
825.4	341.731
848.712	347.615
872.278	353.556
896.184	359.767
727.771	343.435
750.015	348.592
772.506	354.019
795.522	359.401
818.788	365.307
841.909	371.48
865.682	377.551
889.633	383.752
721.043	366.423
743.327	372.136
765.479	377.224
787.995	382.32
811.336	388.66
835.305	395.376
858.987	401.582
883.212	408.477
713.703	389.49
735.456	394.56
757.491	399.964
780.353	406.323
804.14	412.667
828.142	419.577
852.157	426.497
876.052	432.532
705.636	411.998
727.286	417.595
750.088	423.76
773.01	430.207
796.602	436.555
820.732	443.721
844.753	450.647
868.941	457.569
697.858	435.53
719.837	441.427
742.485	447.755
765.711	454.381
788.788	461.241
812.888	468.059
837.322	475.487
861.19	482.178
706.656	274.476
726.697	275.61
747.052	275.866
767.302	276.662
787.21	277.592
807.167	278.702
826.964	279.554
846.371	281.057
706.537	292.349
727.104	292.848
747.437	293.542
767.669	293.951
787.877	294.84
807.849	295.842
828.017	297.297
847.579	298.227
706.585	309.895
727.245	310.832
747.923	310.659
768.485	310.688
788.847	311.867
808.834	313.79
828.817	314.583
848.906	316.167
706.508	328.464
727.377	327.827
748.315	327.916
769.09	328.506
789.551	330.018
809.871	331.679
830.013	333.246
850.271	333.889
706.394	345.661
727.486	345.716
748.622	346.288
769.626	347.021
790.43	348.243
810.707	349.785
831.131	351.61
851.282	352.55
706.314	364.236
727.584	364.667
748.89	365.37
770.189	366.107
791.102	366.788
811.87	368.275
831.923	370.169
852.714	370.5
410.576	413.393
430.556	409.186
450.506	404.416
470.659	399.746
490.989	395.531
511.435	391.185
532.055	386.699
552.615	382.464
414.168	433.295
434.26	428.914
454.309	424.507
474.432	419.818
494.757	415.201
515.538	411.009
536.025	406.63
556.723	402.474
417.611	453.391
437.878	448.789
457.808	444.214
478.187	439.275
498.589	435.095
519.266	431.089
540.194	426.754
560.716	422.592
421.386	473.621
441.221	468.688
461.459	464.074
481.948	459.595
502.483	455.418
523.422	451.309
544.304	447.302
564.907	442.953
424.508	493.599
444.531	488.827
465.225	484.659
485.736	480.326
506.512	475.966
527.395	471.681
548.501	467.685
569.329	463.438
428.083	514.194
448.442	509.643
468.712	505.366
489.839	501.152
510.612	496.694
531.561	492.297
552.536	488.357
573.562	483.792
558.336	441.639
579.715	443.709
601.373	445.13
622.65	446.573
643.778	448.545
664.785	450.425
685.9	451.989
706.58	454.037
557.191	461.773
578.698	463.562
600.459	465.101
621.936	466.477
643.424	468.298
664.56	469.902
685.715	471.714
706.92	473.552
556.168	481.894
577.945	483.634
599.779	484.617
621.73	485.574
643.087	487.929
664.481	490.227
685.662	491.657
706.69	493.596
554.916	502.483
577.191	503.246
599.319	504.378
621.317	505.853
643.052	507.962
664.294	510.346
685.506	512.211
707.053	513.502
554.159	522.383
576.308	523.465
598.62	525.011
620.759	526.617
642.681	528.437
664.078	530.91
685.492	533.082
706.948	534.487
553.194	543.274
575.538	544.54
597.823	546.273
620.328	548.063
642.464	549.47
664.307	551.4
685.505	553.622
707.377	554.517
768.73	277.389
801.417	279.848
834.24	281.688
866.399	283.611
898.08	286.425
929.464	289.35
960.372	292.182
990.518	295.352
767.696	306.792
800.948	308.754
833.889	310.646
866.663	312.804
898.793	315.335
930.698	318.184
961.87	321.207
992.927	324.175
766.57	336.778
800.205	339.122
833.92	340.052
867.221	341.374
899.604	344.834
931.405	348.356
963.376	351.027
994.224	354.288
765.256	367.63
799.302	368.514
833.538	369.68
867.275	372.079
900.556	375.026
932.536	378.965
964.375	381.836
996.309	384.231
763.612	397.962
798.312	399.465
833.004	401.361
867.316	403.557
900.73	406.529
933.286	410.441
965.27	413.59
997.147	415.865
762.061	430.2
797.068	432.008
832.054	434.36
866.641	436.666
900.728	439.154
933.845	442.173
966.084	445.952
998.722	447.502
370.221	361.516
403.067	350.939
435.56	339.126
468.337	327.775
501.018	317.429
533.445	307.223
565.621	296.877
597.351	287.441
379.878	391.986
412.766	380.477
445.909	369.164
479.118	357.297
511.934	346.091
544.772	335.772
577.351	325.443
609.886	315.375
389.87	422.876
423.51	411.115
456.736	398.359
490.22	386.007
523.601	375.788
556.751	365.495
589.776	354.594
622.11	344.751
400.201	454.225
433.742	441.383
467.599	428.366
501.731	416.521
535.716	405.731
569.161	395.909
602.523	384.867
635.25	373.54
410.583	485.323
444.62	472.308
479.378	460.333
513.852	448.139
547.991	436.733
581.836	426.731
615.201	415.938
648.416	404.844
421.617	518.144
456.412	505.571
491.38	493.142
526.241	481.265
560.929	468.895
595.177	457.578
628.636	447.304
662.167	434.804
306.111	328.657
334.35	327.641
362.561	326.444
391.193	325.39
419.649	324.485
448.449	323.821
477.343	323.095
505.709	322.787
305.571	356.042
333.835	354.661
362.312	353.45
391.262	352.323
420.219	351.366
449.178	350.607
478.232	350.446
507.236	349.519
304.898	383.502
333.692	382.403
362.384	380.556
391.351	378.655
420.532	378.265
449.661	378.155
479.202	377.459
508.329	377.24
304.534	411.586
333.283	409.598
362.171	407.723
391.618	406.473
421.31	406.326
450.725	406.321
480.309	405.707
509.571	404.812
303.732	439.21
332.849	437.57
362.442	436.425
392.237	435.21
422.133	434.503
451.66	434.585
481.575	434.358
511.062	433.403
303.636	468.136
333.336	466.825
362.975	465.843
392.931	464.92
422.942	463.862
453.152	463.23
482.888	463.239
513.118	461.639
